n,omega,tau_type,tau_value,init_name,dt,T,step,time,kl_energy,norm_energy,mean_error,cov_error,volume_error,shape_error,cosine_error,eig_min,eig_max,chi
2,0.125,positive,0.03125,mixed,0.1,2.0,15,1.5,0.0551162514630108,0.010997577438016637,0.33197583912458895,0.004946077729413183,0.004947944718414126,0.00045573690271776815,0.11424782687453205,0.9947436637634289,0.9953849919632893,0.9957968120754629
2,0.125,positive,0.03125,mixed,0.1,2.0,20,2.0,0.019273502331249803,0.0038457229721430546,0.19633109110270192,0.0010519275774774845,0.001052177507722632,3.5784535006410635e-05,0.06228787172523187,0.9989230992791299,0.9989736530343472,0.999422602140447
2,0.25,negative,-0.0625,mean_only,0.1,2.0,0,0.0,4.499999999999999,1.0,2.9999999999999996,0.0,0.0,0.0,1.126178161942212,1.0,1.0,1.0
2,0.25,negative,-0.0625,mean_only,0.1,2.0,5,0.5,1.56905298045,0.34867844010000004,1.7714699999999999,0.0,0.0,0.0,0.8796269010084781,1.0,1.0,1.0
2,0.25,negative,-0.0625,mean_only,0.1,2.0,10,1.0,0.547094945657562,0.12157665459056936,1.0460353203000001,0.0,0.0,0.0,0.4847531844313441,1.0,1.0,1.0
2,0.25,negative,-0.0625,mean_only,0.1,2.0,15,1.5,0.19076021223847284,0.042391158275216195,0.617673396283947,0.0,0.0,0.0,0.2496077137305744,1.0,1.0,1.0
2,0.25,negative,-0.0625,mean_only,0.1,2.0,20,2.0,0.06651397323645569,0.0147808829414346,0.36472996377170785,0.0,0.0,0.0,0.13016723127554308,1.0,1.0,1.0
2,0.25,negative,-0.0625,volume_high,0.1,2.0,0,0.0,1.6137056388801092,1.0,0.0,2.9999999999999996,1.3862943611198906,0.0,0.413512845638725,4.0,4.0,1.0
2,0.25,negative,-0.0625,volume_high,0.1,2.0,5,0.5,0.0002227574879356542,0.00013804096767626407,0.0,0.02125599114767529,0.021033233659739598,0.0,0.0056271217649699334,1.0212559911476753,1.0212559911476753,1.0
2,0.25,negative,-0.0625,volume_high,0.1,2.0,10,1.0,1.29559078287933e-06,8.028668622478466e-07,0.0,0.0016105785897715383,0.0016092829989885946,0.0,0.00042846743064439696,1.0016105785897715,1.0016105785897715,1.0
2,0.25,negative,-0.0625,volume_high,0.1,2.0,15,1.5,7.810720070722255e-09,4.840238444071369e-09,0.0,0.00012499096732487833,0.00012498315660476147,0.0,3.3264102240138094e-05,1.0001249909673249,1.0001249909673249,1.0
2,0.25,negative,-0.0625,volume_high,0.1,2.0,20,2.0,4.721756319270298e-11,2.926033227811694e-11,0.0,9.717803996167616e-06,9.717756778616265e-06,0.0,2.5862936203768783e-06,1.0000097178039962,1.0000097178039962,1.0
2,0.25,negative,-0.0625,volume_low,0.1,2.0,0,0.0,0.6362943611198906,1.0,0.0,0.7499999999999999,1.3862943611198906,0.0,0.24218316241483717,0.25,0.25,1.0
2,0.25,negative,-0.0625,volume_low,0.1,2.0,5,0.5,0.035997643959066794,0.05657388491658206,0.0,0.24487704583650272,0.2808746897955695,0.0,0.06932937002384953,0.7551229541634973,0.7551229541634973,1.0
2,0.25,negative,-0.0625,volume_low,0.1,2.0,10,1.0,0.0003612530861432095,0.0005677452264505331,0.0,0.026639180932385376,0.0270004340185286,0.0,0.00713718803240293,0.9733608190676146,0.9733608190676146,1.0
2,0.25,negative,-0.0625,volume_low,0.1,2.0,15,1.5,2.295653106054729e-06,3.607847635195658e-06,0.0,0.002141203188594565,0.0021434988417005463,0.0,0.0005701657541055116,0.9978587968114054,0.9978587968114054,1.0
2,0.25,negative,-0.0625,volume_low,0.1,2.0,20,2.0,1.3935915976759361e-08,2.190168077590987e-08,0.0,0.0001669392999487096,0.00016695323586463288,0.0,4.443114053931385e-05,0.9998330607000513,0.9998330607000513,1.0
2,0.25,negative,-0.0625,shape_only,0.1,2.0,0,0.0,2.7621956910836314,1.0,0.0,4.558929858404187,0.0,2.8284271247461903,0.1352032939031187,0.1353352832366127,7.38905609893065,0.3670988855829601
2,0.25,negative,-0.0625,shape_only,0.1,2.0,5,0.5,0.35306849451858247,0.12782168028799976,0.0,0.5712074983230655,0.601508443717648,1.1841202600791403,0.17095764591072848,0.2372103664591817,1.2659097351426871,0.18917121962384645
2,0.25,negative,-0.0625,shape_only,0.1,2.0,10,1.0,0.08258636436203126,0.029898810076570633,0.0,0.34862964680070946,0.2047273583765371,0.5525371385320141,0.09175125350873725,0.5513253810560914,1.2043926309148971,0.12274230318795801
2,0.25,negative,-0.0625,shape_only,0.1,2.0,15,1.5,0.011105611170291185,0.004020573635003523,0.0,0.1436053292970781,0.04378170229078673,0.2058839244469115,0.03194849048059545,0.827485560521097,1.1071622572379118,0.05177487780182774
2,0.25,negative,-0.0625,shape_only,0.1,2.0,20,2.0,0.0012167423933338029,0.00044049825914269856,0.0,0.04903116518344582,0.006738729696474967,0.06933746725998406,0.009330144072803082,0.9457587884063356,1.0431972369873819,0.012683712209669993
2,0.25,negative,-0.0625,mixed,0.1,2.0,0,0.0,5.011672049926549,1.0,1.9999999999999998,5.644555741786776,0.6931471805599454,2.1213203435596424,0.783383274430757,0.44626032029685964,8.963378140676129,0.4307988270442431
2,0.25,negative,-0.0625,mixed,0.1,2.0,5,0.5,0.7851205731182167,0.156658409667832,1.17990947181316,0.3489721827726064,0.2617180914668003,0.543664731767605,0.549686017258869,0.5240610415219265,1.1305575601064963,0.24488166864206554
2,0.25,negative,-0.0625,mixed,0.1,2.0,10,1.0,0.36322250818374213,0.07247531453880059,0.8386043615431966,0.14596601258360634,0.04984502786637604,0.20863685838996907,0.3425441565982009,0.8208839223289952,1.1026137631064645,0.06867294458467198
2,0.25,negative,-0.0625,mixed,0.1,2.0,15,1.5,0.1409445309140276,0.02812325497557113,0.528551865493085,0.04988643969025623,0.007342736605530524,0.07051068444860609,0.19107655563803166,0.9444039230887511,1.0434325910120228,0.014862473740677918
2,0.25,negative,-0.0625,mixed,0.1,2.0,20,2.0,0.050847498698291416,0.010145815247236028,0.31847294630089085,0.016416692382510402,0.0009438618816542252,0.023209365942324197,0.10404397843280655,0.9827943748704713,1.015587881237233,0.002427662028700532
2,0.25,zero,0.0,mean_only,0.1,2.0,0,0.0,4.499999999999999,1.0,2.9999999999999996,0.0,0.0,0.0,1.126178161942212,1.0,1.0,1.0
2,0.25,zero,0.0,mean_only,0.1,2.0,5,0.5,1.56905298045,0.34867844010000004,1.7714699999999999,0.0,0.0,0.0,0.8796269010084781,1.0,1.0,1.0
2,0.25,zero,0.0,mean_only,0.1,2.0,10,1.0,0.547094945657562,0.12157665459056936,1.0460353203000001,0.0,0.0,0.0,0.4847531844313441,1.0,1.0,1.0
2,0.25,zero,0.0,mean_only,0.1,2.0,15,1.5,0.19076021223847284,0.042391158275216195,0.617673396283947,0.0,0.0,0.0,0.2496077137305744,1.0,1.0,1.0
2,0.25,zero,0.0,mean_only,0.1,2.0,20,2.0,0.06651397323645569,0.0147808829414346,0.36472996377170785,0.0,0.0,0.0,0.13016723127554308,1.0,1.0,1.0
2,0.25,zero,0.0,volume_high,0.1,2.0,0,0.0,1.6137056388801092,1.0,0.0,2.9999999999999996,1.3862943611198906,0.0,0.413512845638725,4.0,4.0,1.0
2,0.25,zero,0.0,volume_high,0.1,2.0,5,0.5,0.02912327880633092,0.018047454321682917,0.0,0.26113687357176024,0.23201359476542935,0.0,0.06515306108060581,1.2611368735717603,1.2611368735717603,1.0
2,0.25,zero,0.0,volume_high,0.1,2.0,10,1.0,0.0024199308918604334,0.0014996111022700734,0.0,0.07119166895929241,0.06877173806743189,0.0,0.018613725860953,1.0711916689592924,1.0711916689592924,1.0
2,0.25,zero,0.0,volume_high,0.1,2.0,15,1.5,0.0002412932686708391,0.00014952743725819384,0.0,0.02212900816149976,0.021887714892829015,0.0,0.005856960378350262,1.0221290081614998,1.0221290081614998,1.0
2,0.25,zero,0.0,volume_high,0.1,2.0,20,2.0,2.530982662829473e-05,1.5684289636528395e-05,0.0,0.007131632206953452,0.007106322380325172,0.0,0.001894635231433739,1.0071316322069535,1.0071316322069535,1.0
2,0.25,zero,0.0,volume_low,0.1,2.0,0,0.0,0.6362943611198906,1.0,0.0,0.7499999999999999,1.3862943611198906,0.0,0.24218316241483717,0.25,0.25,1.0
2,0.25,zero,0.0,volume_low,0.1,2.0,5,0.5,0.20898575237525874,0.3284419368536281,0.0,0.5153570101701324,0.724342762545391,0.0,0.15644942246923943,0.4846429898298677,0.4846429898298677,1.0
2,0.25,zero,0.0,volume_low,0.1,2.0,10,1.0,0.04400149236800388,0.06915273033468408,0.0,0.2680729879815812,0.312074480349585,0.0,0.07634744561389617,0.7319270120184188,0.7319270120184188,1.0
2,0.25,zero,0.0,volume_low,0.1,2.0,15,1.5,0.006470218027017305,0.010168592435157832,0.0,0.1094840735877599,0.1159542916147773,0.0,0.029950426006226216,0.8905159264122401,0.8905159264122401,1.0
2,0.25,zero,0.0,volume_low,0.1,2.0,20,2.0,0.0007841054375425927,0.0012322998370794167,0.0,0.0390796395893358,0.039863745026878346,0.0,0.010502948235843412,0.9609203604106642,0.9609203604106642,1.0
2,0.25,zero,0.0,shape_only,0.1,2.0,0,0.0,2.7621956910836314,1.0,0.0,4.558929858404187,0.0,2.8284271247461903,0.1352032939031187,0.1353352832366127,7.38905609893065,0.3670988855829601
2,0.25,zero,0.0,shape_only,0.1,2.0,5,0.5,0.2615837251367137,0.09470137325212187,0.0,0.5225685935177697,0.48742249092944623,0.9996888460525153,0.15412222683566223,0.30291311824673084,1.245409350167804,0.18677139970186815
2,0.25,zero,0.0,shape_only,0.1,2.0,10,1.0,0.07401042384875556,0.026794055210375294,0.0,0.3200481527316577,0.26397930485222704,0.46583361589449657,0.10005892359790225,0.5524604601138922,1.0676017778791649,0.35231755174980217
2,0.25,zero,0.0,shape_only,0.1,2.0,15,1.5,0.013904096844189029,0.005033711727619972,0.0,0.15407917811534827,0.11181005109128712,0.18760851486450802,0.04701680389965679,0.7831200265232131,1.0210680649825905,0.40376651831625704
2,0.25,zero,0.0,shape_only,0.1,2.0,20,2.0,0.0019121916860684873,0.0006922723441503593,0.0,0.060069152081087755,0.04085384543996087,0.06735328237312106,0.01796386146115103,0.9153215925937898,1.0067950998984252,0.42026747303328044
2,0.25,zero,0.0,mixed,0.1,2.0,0,0.0,5.011672049926549,1.0,1.9999999999999998,5.644555741786776,0.6931471805599454,2.1213203435596424,0.783383274430757,0.44626032029685964,8.963378140676129,0.4307988270442431
2,0.25,zero,0.0,mixed,0.1,2.0,5,0.5,0.6088254662223809,0.12148150560476195,1.0681804477116332,0.26016817305237105,0.08221701773547577,0.3888182198381678,0.4762461803589887,0.6996654283960779,1.212541999704307,0.02846736160738507
2,0.25,zero,0.0,mixed,0.1,2.0,10,1.0,0.25860995778651463,0.051601532424753294,0.7118852380364227,0.09882064199176714,0.03844124701514117,0.13656527329226717,0.2757130451341164,0.8737093782093025,1.0598474511992702,0.11301741336034402
2,0.25,zero,0.0,mixed,0.1,2.0,15,1.5,0.09798344889319321,0.019551049613198306,0.44126643903264207,0.034929291947667265,0.014095628474281925,0.04621525400017427,0.1513698480144226,0.9543023319177945,1.0187572387034798,0.14872003224505706
2,0.25,zero,0.0,mixed,0.1,2.0,20,2.0,0.035204624260100514,0.007024526726687248,0.26508385809929436,0.011773389020998996,0.004793784388433281,0.015324057408438809,0.08312903437856611,0.9844919779385193,1.006060249980008,0.16098886386555733
2,0.25,positive,0.0625,mean_only,0.1,2.0,0,0.0,4.499999999999999,1.0,2.9999999999999996,0.0,0.0,0.0,1.126178161942212,1.0,1.0,1.0
2,0.25,positive,0.0625,mean_only,0.1,2.0,5,0.5,1.56905298045,0.34867844010000004,1.7714699999999999,0.0,0.0,0.0,0.8796269010084781,1.0,1.0,1.0
