target_name,kind,d,kappa,tau,state,distance_to_optimum,M,seed,backend,device,bias_base,bias_stl,var_eucl_base,var_eucl_stl,var_fr_base,var_fr_stl,ratio_euclidean,ratio_fr,var_eucl_base_exact,var_fr_base_exact,var_eucl_stl_exact,var_fr_stl_exact
gaussian,gaussian,2,10.0,0.0,optimum,0.0,100000,18,torch,cuda,0.002808828618157557,0.0,11.038417857726982,0.0,2.0018965988947777,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,optimum,0.0,100000,19,torch,cuda,0.010034980739618742,0.0,11.025586276588868,0.0,2.009444663246388,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,0,torch,cuda,0.009955994665726602,2.220446049250313e-16,10.941124895325512,0.0,1.9974307041495503,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,1,torch,cuda,0.003893024931856156,2.220446049250313e-16,10.996824668565997,0.0,2.0007898596044016,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,2,torch,cuda,0.006237244279875288,2.220446049250313e-16,10.975704638006416,0.0,1.9969961232060187,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,3,torch,cuda,0.0021216155886039094,2.220446049250313e-16,11.05617006282064,0.0,2.0060161393893168,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,4,torch,cuda,0.013069447936250292,2.220446049250313e-16,11.112782549912144,0.0,2.0095750484509662,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,5,torch,cuda,0.008716709766463604,2.220446049250313e-16,10.931096759969373,0.0,1.9997059915035227,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,6,torch,cuda,0.013275550809173461,2.220446049250313e-16,10.96486969271701,0.0,1.9879307695409698,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,7,torch,cuda,0.01426246859985967,2.220446049250313e-16,10.943661348012572,0.0,1.9979678795590903,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,8,torch,cuda,0.005737774547231838,2.220446049250313e-16,10.962294778118533,0.0,1.9979009557636547,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,9,torch,cuda,0.0007704020703281042,2.220446049250313e-16,11.017457258935362,0.0,1.998014682332494,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,10,torch,cuda,0.004174128579919533,2.220446049250313e-16,11.071847574964032,0.0,2.0091974343352437,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,11,torch,cuda,0.004706399678354959,2.220446049250313e-16,10.961921309497761,0.0,1.9932401843391228,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,12,torch,cuda,0.022392470541105033,2.220446049250313e-16,11.095877848336507,0.0,2.0024593938368334,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,13,torch,cuda,0.010396800179972156,2.220446049250313e-16,10.972991796192868,0.0,1.9949534246956342,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,14,torch,cuda,0.012486418071633315,2.220446049250313e-16,11.077465536757606,0.0,2.0026361052484836,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,15,torch,cuda,0.01282630494137755,2.220446049250313e-16,10.94879285942031,0.0,1.998234273824503,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,16,torch,cuda,0.018120500425427618,2.220446049250313e-16,11.082450678341234,0.0,2.0158463436196223,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,17,torch,cuda,0.008649643541218733,2.220446049250313e-16,10.952968808291528,0.0,1.9964885722859163,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,18,torch,cuda,0.002808828618157555,2.220446049250313e-16,11.038417857726984,0.0,2.0018965988947777,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,100000,19,torch,cuda,0.0100349807396187,2.220446049250313e-16,11.025586276588868,0.0,2.009444663246388,0.0,0.0,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,0,torch,cuda,0.009955994665727162,4.440892098500626e-16,10.941124895325517,1.7763568394002505e-15,1.9974307041495505,0.0,1.6235596032352949e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,1,torch,cuda,0.003893024931856305,4.440892098500626e-16,10.996824668565994,1.7763568394002505e-15,2.0007898596044016,0.0,1.6153361474225365e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,2,torch,cuda,0.00623724427987507,4.440892098500626e-16,10.975704638006421,1.7763568394002505e-15,1.996996123206019,0.0,1.61844446255334e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,3,torch,cuda,0.002121615588604,4.440892098500626e-16,11.056170062820648,1.7763568394002505e-15,2.0060161393893168,0.0,1.6066656258967372e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,4,torch,cuda,0.01306944793625034,4.440892098500626e-16,11.112782549912147,1.7763568394002505e-15,2.0095750484509654,0.0,1.5984806968208817e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,5,torch,cuda,0.008716709766463148,4.440892098500626e-16,10.931096759969373,1.7763568394002505e-15,1.9997059915035238,0.0,1.625049048971393e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,6,torch,cuda,0.013275550809173253,4.440892098500626e-16,10.964869692717011,1.7763568394002505e-15,1.98793076954097,0.0,1.620043729822094e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,7,torch,cuda,0.014262468599859583,4.440892098500626e-16,10.943661348012576,1.7763568394002505e-15,1.9979678795590903,0.0,1.6231833048478295e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,8,torch,cuda,0.005737774547231623,4.440892098500626e-16,10.962294778118533,1.7763568394002505e-15,1.9979009557636553,0.0,1.620424259112222e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,9,torch,cuda,0.0007704020703282205,4.440892098500626e-16,11.01745725893536,1.7763568394002505e-15,1.9980146823324936,0.0,1.6123110783657385e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,10,torch,cuda,0.00417412857991986,4.440892098500626e-16,11.071847574964028,1.7763568394002505e-15,2.009197434335243,0.0,1.6043906198790147e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,11,torch,cuda,0.004706399678354712,4.440892098500626e-16,10.961921309497766,1.7763568394002505e-15,1.9932401843391236,0.0,1.620479466369784e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,12,torch,cuda,0.022392470541105575,4.440892098500626e-16,11.095877848336501,1.7763568394002505e-15,2.0024593938368334,0.0,1.6009160011315037e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,13,torch,cuda,0.010396800179971919,4.440892098500626e-16,10.972991796192867,1.7763568394002505e-15,1.9949534246956344,0.0,1.6188445889630265e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,14,torch,cuda,0.012486418071633332,4.440892098500626e-16,11.077465536757602,1.7763568394002505e-15,2.002636105248483,0.0,1.6035769495340665e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,15,torch,cuda,0.012826304941377853,4.440892098500626e-16,10.94879285942031,1.7763568394002505e-15,1.9982342738245034,0.0,1.6224225466754338e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,16,torch,cuda,0.018120500425428173,4.440892098500626e-16,11.082450678341232,1.7763568394002505e-15,2.0158463436196223,0.0,1.6028556236860484e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,17,torch,cuda,0.00864964354121796,4.440892098500626e-16,10.952968808291534,1.7763568394002505e-15,1.9964885722859163,0.0,1.6218039788952254e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,18,torch,cuda,0.002808828618157342,4.440892098500626e-16,11.038417857726982,1.7763568394002505e-15,2.001896598894778,0.0,1.6092494977953624e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,100000,19,torch,cuda,0.010034980739618808,4.440892098500626e-16,11.025586276588866,1.7763568394002505e-15,2.009444663246388,0.0,1.6111223429198234e-16,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,0,torch,cuda,0.00995599466572847,1.7763568394002505e-15,10.941124895325572,2.842170943040401e-14,1.9974307041495543,0.0,2.5976953651764588e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,1,torch,cuda,0.003893024931857004,1.7763568394002505e-15,10.996824668565921,2.842170943040401e-14,2.0007898596043887,0.0,2.5845378358760754e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,2,torch,cuda,0.006237244279875052,1.7763568394002505e-15,10.975704638006391,2.842170943040401e-14,1.99699612320601,0.0,2.589511140085351e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,3,torch,cuda,0.002121615588604675,1.7763568394002505e-15,11.05617006282057,2.842170943040401e-14,2.0060161393893026,0.0,2.5706650014347977e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,4,torch,cuda,0.013069447936252164,1.7763568394002505e-15,11.112782549912168,2.842170943040401e-14,2.0095750484509693,0.0,2.557569114913406e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,5,torch,cuda,0.008716709766465342,1.7763568394002505e-15,10.931096759969307,2.842170943040401e-14,1.999705991503518,0.0,2.6000784783542446e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,6,torch,cuda,0.013275550809173694,1.7763568394002505e-15,10.964869692717002,2.842170943040401e-14,1.9879307695409594,0.0,2.5920699677153527e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,7,torch,cuda,0.014262468599857026,1.7763568394002505e-15,10.943661348012625,2.842170943040401e-14,1.9979678795590985,0.0,2.5970932877565154e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,8,torch,cuda,0.005737774547230332,1.7763568394002505e-15,10.962294778118519,2.842170943040401e-14,1.9979009557636545,0.0,2.592678814579559e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,9,torch,cuda,0.0007704020703285307,1.7763568394002505e-15,11.017457258935366,2.842170943040401e-14,1.9980146823324958,0.0,2.5796977253851804e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,10,torch,cuda,0.004174128579920386,1.7763568394002505e-15,11.071847574964039,2.842170943040401e-14,2.009197434335242,0.0,2.5670249918064212e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,11,torch,cuda,0.004706399678354275,1.7763568394002505e-15,10.961921309497797,2.842170943040401e-14,1.993240184339129,0.0,2.5927671461916472e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,12,torch,cuda,0.022392470541106064,1.7763568394002505e-15,11.095877848336471,2.842170943040401e-14,2.0024593938368227,0.0,2.5614656018104127e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,13,torch,cuda,0.010396800179970696,1.7763568394002505e-15,10.972991796192844,2.842170943040401e-14,1.9949534246956304,0.0,2.590151342340848e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,14,torch,cuda,0.012486418071632843,1.7763568394002505e-15,11.077465536757558,2.842170943040401e-14,2.0026361052484845,0.0,2.5657231192545166e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,15,torch,cuda,0.012826304941378147,1.7763568394002505e-15,10.948792859420337,2.842170943040401e-14,1.9982342738245116,0.0,2.595876074680688e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,16,torch,cuda,0.018120500425429946,1.7763568394002505e-15,11.08245067834116,2.842170943040401e-14,2.0158463436196143,0.0,2.564568997897694e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,17,torch,cuda,0.008649643541216643,1.7763568394002505e-15,10.952968808291587,2.842170943040401e-14,1.9964885722859123,0.0,2.594886366232348e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,18,torch,cuda,0.002808828618157342,1.7763568394002505e-15,11.038417857727012,2.842170943040401e-14,2.001896598894774,0.0,2.5747991964725727e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,100000,19,torch,cuda,0.010034980739619663,1.7763568394002505e-15,11.025586276588882,2.842170943040401e-14,2.009444663246395,0.0,2.5777957486717134e-15,0.0,11.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,0,torch,cuda,0.00497799733286332,0.014933991998589953,2.735281223831378,24.617531014482406,0.12483941900934689,1.1235547710841218,9.000000000000002,8.999999999999998,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,1,torch,cuda,0.0019465124659280163,0.005839537397784062,2.7492061671415,24.742855504273496,0.1250493662252751,1.1254442960274755,9.0,8.999999999999996,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,2,torch,cuda,0.0031186221399376254,0.009355866419812875,2.743926159501605,24.695335435514437,0.1248122577003762,1.1233103193033858,8.999999999999998,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,3,torch,cuda,0.001060807794301987,0.00318242338290596,2.7640425157051602,24.87638264134644,0.1253760087118323,1.128384078406491,8.999999999999998,9.000000000000002,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,4,torch,cuda,0.006534723968125191,0.019604171904375568,2.7781956374780363,25.003760737302326,0.1255984405281854,1.1303859647536685,9.0,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,5,torch,cuda,0.004358354883231798,0.013075064649695389,2.7327741899923437,24.594967709931087,0.12498162446897015,1.1248346202207313,8.999999999999998,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,6,torch,cuda,0.006637775404586709,0.01991332621376013,2.7412174231792528,24.670956808613273,0.12424567309631063,1.1182110578667954,9.0,8.999999999999998,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,7,torch,cuda,0.007131234299929853,0.02139370289978956,2.7359153370031435,24.62323803302829,0.12487299247244316,1.1238569322519885,9.0,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,8,torch,cuda,0.0028688872736159464,0.00860666182084784,2.7405736945296333,24.665163250766703,0.1248688097352284,1.1238192876170559,9.000000000000002,9.000000000000002,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,9,torch,cuda,0.0003852010351640514,0.0011556031054921524,2.7543643147338406,24.789278832604563,0.1248759176457809,1.123883258812028,8.999999999999998,8.999999999999998,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,10,torch,cuda,0.00208706428995974,0.0062611928698792195,2.767961893741007,24.911657043669067,0.12557483964595273,1.1301735568135745,9.000000000000002,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,11,torch,cuda,0.0023531998391774214,0.007059599517532269,2.7404803273744407,24.664322946369964,0.12457751152119519,1.1211976036907567,9.0,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,12,torch,cuda,0.011196235270552501,0.0335887058116575,2.773969462084126,24.965725158757138,0.12515371211480208,1.1263834090332188,9.0,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,13,torch,cuda,0.005198400089986003,0.015595200269958002,2.743247949048217,24.68923154143395,0.12468458904347714,1.1221613013912943,8.999999999999998,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,14,torch,cuda,0.006243209035816638,0.018729627107449916,2.769366384189402,24.92429745770461,0.12516475657803022,1.1264828092022718,8.999999999999998,8.999999999999998,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,15,torch,cuda,0.006413152470688744,0.019239457412066226,2.737198214855077,24.634783933695694,0.12488964211403142,1.1240067790262829,9.0,9.000000000000002,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,16,torch,cuda,0.00906025021271384,0.02718075063814153,2.770612669585309,24.935514026267782,0.1259903964762264,1.1339135682860375,9.000000000000002,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,17,torch,cuda,0.004324821770609304,0.012974465311827915,2.738242202072882,24.64417981865593,0.12478053576786977,1.1230248219108279,8.999999999999998,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,18,torch,cuda,0.0014044143090787785,0.004213242927236336,2.7596044644317455,24.836440179885713,0.1251185374309236,1.1260668368783127,9.000000000000002,9.000000000000002,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,underdispersed,,100000,19,torch,cuda,0.005017490369809371,0.015052471109428107,2.756396569147217,24.807569122324953,0.12559029145289924,1.1303126230760931,9.0,9.0,2.75,0.125,24.75,1.125
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,0,torch,cuda,0.01991198933145328,0.014933991998589953,43.76449958130205,24.617531014482406,31.958891266392804,17.97687633734595,0.5625000000000001,0.5624999999999999,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,1,torch,cuda,0.007786049863712065,0.005839537397784062,43.987298674264,24.742855504273496,32.012637753670425,18.00710873643961,0.5625,0.5624999999999998,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,2,torch,cuda,0.012474488559750502,0.009355866419812875,43.90281855202568,24.695335435514437,31.951937971296307,17.972965108854172,0.5624999999999999,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,3,torch,cuda,0.004243231177207948,0.00318242338290596,44.224680251282564,24.87638264134644,32.09625823022907,18.054145254503855,0.5624999999999999,0.5625000000000001,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,4,torch,cuda,0.026138895872500765,0.019604171904375568,44.45113019964858,25.003760737302326,32.15320077521546,18.086175436058696,0.5625,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,5,torch,cuda,0.01743341953292719,0.013075064649695389,43.7243870398775,24.594967709931087,31.99529586405636,17.9973539235317,0.5624999999999999,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,6,torch,cuda,0.026551101618346836,0.01991332621376013,43.859478770868044,24.670956808613273,31.80689231265552,17.891376925868727,0.5625,0.5624999999999999,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,7,torch,cuda,0.02852493719971941,0.02139370289978956,43.774645392050296,24.62323803302829,31.967486072945448,17.981710916031815,0.5625,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,8,torch,cuda,0.011475549094463786,0.00860666182084784,43.84917911247413,24.665163250766703,31.96641529221847,17.981108601872894,0.5625000000000001,0.5625000000000001,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,9,torch,cuda,0.0015408041406562057,0.0011556031054921524,44.06982903574145,24.789278832604563,31.96823491731991,17.982132140992448,0.5624999999999999,0.5624999999999999,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,10,torch,cuda,0.00834825715983896,0.0062611928698792195,44.28739029985611,24.911657043669067,32.1471589493639,18.08277690901719,0.5625000000000001,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,11,torch,cuda,0.009412799356709686,0.007059599517532269,43.84768523799105,24.664322946369964,31.891842949425968,17.939161659052107,0.5625,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,12,torch,cuda,0.044784941082210004,0.0335887058116575,44.38351139334602,24.965725158757138,32.039350301389334,18.0221345445315,0.5625,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,13,torch,cuda,0.02079360035994401,0.015595200269958002,43.891967184771474,24.68923154143395,31.919254795130147,17.95458082226071,0.5624999999999999,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,14,torch,cuda,0.024972836143266553,0.018729627107449916,44.30986214703043,24.92429745770461,32.04217768397574,18.02372494723635,0.5624999999999999,0.5624999999999999,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,15,torch,cuda,0.025652609882754977,0.019239457412066226,43.79517143768123,24.634783933695694,31.971748381192043,17.984108464420526,0.5625,0.5625000000000001,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,16,torch,cuda,0.03624100085085536,0.02718075063814153,44.32980271336494,24.935514026267782,32.25354149791396,18.1426170925766,0.5625000000000001,0.5625,44.0,32.0,24.75,18.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,100000,17,torch,cuda,0.017299287082437217,0.012974465311827915,43.81187523316611,24.64417981865593,31.94381715657466,17.968397150573246,0.5624999999999999,0.5625,44.0,32.0,24.75,18.0
