n,rho,m_features,target_seed,sample_seed,K,omega,tau_type,tau_value,init_name,dt,T,final_objective_gap,final_normalized_objective_gap,time_to_1e_minus_2,time_to_1e_minus_4,time_to_1e_minus_6,monotone_objective_bool,min_eig_min_over_time,max_eig_max_over_time,initial_chi,final_chi,initial_volume_error,initial_shape_error,final_volume_error,final_shape_error
5,5.0,20,123,2026,4096,0.5,negative,-0.05,volume_low,0.005,40.0,0.00015276149335452516,0.00010147548164740633,1.75,inf,inf,False,0.12772756701171462,0.7510165768200011,0.9999464734826904,0.06810997349747737,1.3862943611198904,1.6377673906940298e-15,0.0003421327036492923,0.0017761128983542845
5,5.0,20,123,2026,4096,0.5,negative,-0.05,shape_only,0.005,40.0,0.00015276149335541334,5.960052896762705e-05,2.85,5.75,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,0.08606777172740016,2.220446049250313e-16,2.828427124746191,0.0003421327036560184,0.0017761128983530118
5,5.0,20,123,2026,4096,0.5,negative,-0.05,mixed,0.005,40.0,0.00015276149335496925,3.134806899244087e-05,2.25,4.9,inf,False,0.23199890193689524,5.899934082807545,0.29487481640237345,0.06529237752325551,0.6931471805599454,2.1213203435596433,0.00034213270364641163,0.0017761128983405023
5,5.0,20,123,2026,4096,0.5,zero,0.0,mean_only,0.005,40.0,0.00015276149335496925,3.583099513668761e-05,2.3000000000000003,4.8,inf,True,0.5109102680468585,0.7699718935935632,0.7049138088589317,0.1936250880330595,2.3665827156630353e-31,1.5383701491068513e-15,0.000342132703653411,0.001776112898319939
5,5.0,20,123,2026,4096,0.5,zero,0.0,volume_high,0.005,40.0,0.00015276149335541334,4.510485445989381e-05,1.85,4.65,inf,True,0.5109640923785098,3.0021749060363176,0.9977181965550884,0.23772840350276728,1.3862943611198904,1.7010900299806976e-15,0.0003421327036775274,0.0017761128983522175
5,5.0,20,123,2026,4096,0.5,zero,0.0,volume_low,0.005,40.0,0.00015276149335496925,0.00010147548164770132,3.45,inf,inf,False,0.12772756701171462,0.7508820438787629,0.9999464734826904,0.02468497984179342,1.3862943611198904,1.6377673906940298e-15,0.00034213270363188354,0.0017761128983099868
5,5.0,20,123,2026,4096,0.5,zero,0.0,shape_only,0.005,40.0,0.00015276149335452516,5.9600528967280526e-05,2.85,5.8500000000000005,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,0.3479110793924337,2.220446049250313e-16,2.828427124746191,0.0003421327036893084,0.0017761128983678875
5,5.0,20,123,2026,4096,0.5,zero,0.0,mixed,0.005,40.0,0.00015276149335496925,3.134806899244087e-05,2.05,4.6000000000000005,inf,True,0.24864195891147794,5.899934082807545,0.29487481640237345,0.26008439870477007,0.6931471805599454,2.1213203435596433,0.00034213270367568086,0.0017761128983641457
5,5.0,20,123,2026,4096,0.5,positive,0.05,mean_only,0.005,40.0,0.00015276149335763378,3.583099513731259e-05,2.3000000000000003,4.8,inf,True,0.5109102680468585,0.7639182548483306,0.7049138088589317,0.9989821132176429,2.3665827156630353e-31,1.5383701491068513e-15,0.00034213270604663455,0.0017761128983121517
5,5.0,20,123,2026,4096,0.5,positive,0.05,volume_high,0.005,40.0,0.0001527614933820587,4.51048544677612e-05,2.75,6.95,inf,True,0.5109640923930393,3.0021749060363176,0.9977181965550884,0.9989805551807871,1.3862943611198904,1.7010900299806976e-15,0.00034213273069618247,0.0017761128976144062
5,5.0,20,123,2026,4096,0.5,positive,0.05,volume_low,0.005,40.0,0.00015276149326437505,0.00010147548158752195,5.15,inf,inf,False,0.12772756701171462,0.7508820438169246,0.9999464734826904,0.9988484842471383,1.3862943611198904,1.6377673906940298e-15,0.0003421326130206066,0.0017761129009217593
5,5.0,20,123,2026,4096,0.5,positive,0.05,shape_only,0.005,40.0,0.00015276149334120248,5.960052896208263e-05,2.8000000000000003,6.4,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,0.9986138456421324,2.220446049250313e-16,2.828427124746191,0.0003421326899681012,0.0017761128987357653
5,5.0,20,123,2026,4096,0.5,positive,0.05,mixed,0.005,40.0,0.0001527614933691801,3.134806899535707e-05,2.1,5.45,inf,True,0.24864195891147794,5.899934082807545,0.29487481640237345,0.9990097884098091,0.6931471805599454,2.1213203435596433,0.0003421327178257466,0.001776112897953685
5,5.0,20,123,2026,4096,1.0,negative,-0.1,mean_only,0.005,40.0,0.00015276149342113854,3.5830995152207954e-05,2.3000000000000003,4.8,inf,True,0.5109102680468585,0.7729729263166173,0.7049138088589317,2.85948996849259e-05,2.3665827156630353e-31,1.5383701491068513e-15,0.0003421327056642073,0.001776112768531852
5,5.0,20,123,2026,4096,1.0,negative,-0.1,volume_high,0.005,40.0,0.000152761493393605,4.510485447117041e-05,1.85,4.65,inf,True,0.5109640924235836,3.0021749060363176,0.9977181965550884,0.0005029001281099335,1.3862943611198904,1.7010900299806976e-15,0.000342132707465956,0.00177611281440528
5,5.0,20,123,2026,4096,1.0,negative,-0.1,volume_low,0.005,40.0,0.00015276149331233668,0.00010147548161938162,3.45,inf,inf,False,0.12772756701171462,0.751015413196861,0.9999464734826904,0.0005313078029253434,1.3862943611198904,1.6377673906940298e-15,0.00034213269862156575,0.0017761129828685847
5,5.0,20,123,2026,4096,1.0,negative,-0.1,shape_only,0.005,40.0,0.00015276148382614707,5.960052524974437e-05,5.65,11.5,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,2.116610991056694e-05,2.220446049250313e-16,2.828427124746191,0.00034213260313909345,0.0017761179226814293
5,5.0,20,123,2026,4096,1.0,negative,-0.1,mixed,0.005,40.0,0.0001527614896028595,3.13480682224733e-05,3.35,8.5,inf,False,0.23164063590489126,5.899934082807545,0.29487481640237345,2.0259501454149526e-05,0.6931471805599454,2.1213203435596433,0.00034213266328820754,0.0017761146215234957
5,5.0,20,123,2026,4096,1.0,zero,0.0,mean_only,0.005,40.0,0.0001527614941592148,3.583099532532754e-05,2.35,4.9,inf,True,0.5109102680468585,0.7626208492118596,0.7049138088589317,0.8755441171031111,2.3665827156630353e-31,1.5383701491068513e-15,0.0003421334109915493,0.0017761126872595978
5,5.0,20,123,2026,4096,1.0,zero,0.0,volume_high,0.005,40.0,0.00015276150562471003,4.5104858082566184e-05,3.65,9.3,inf,True,0.5109640995034933,3.0021749060363176,0.9977181965550884,0.9654215280064302,1.3862943611198904,1.7010900299806976e-15,0.00034214436493575014,0.0017761113902012068
5,5.0,20,123,2026,4096,1.0,zero,0.0,volume_low,0.005,40.0,0.00015276145257248075,0.00010147545455695631,6.8500000000000005,inf,inf,False,0.12772756701171462,0.7508820243921409,0.9999464734826904,0.9682240379765168,1.3862943611198904,1.6377673906940298e-15,0.0003420938158872263,0.0017761175963493
5,5.0,20,123,2026,4096,1.0,zero,0.0,shape_only,0.005,40.0,0.00015276146920406575,5.960051954487882e-05,5.65,11.700000000000001,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,0.5618055841936532,2.220446049250313e-16,2.828427124746191,0.0003421185773833041,0.001776119426179507
5,5.0,20,123,2026,4096,1.0,zero,0.0,mixed,0.005,40.0,0.00015276149471254996,3.134806927102896e-05,3.15,8.05,inf,True,0.24864195891147794,5.899934082807545,0.29487481640237345,0.5604591987471363,0.6931471805599454,2.1213203435596433,0.0003421365061230815,0.001776113618101321
5,5.0,20,123,2026,4096,1.0,positive,0.1,mean_only,0.005,40.0,0.00015276166152089488,3.583103458087168e-05,2.35,4.95,inf,True,0.5109102680468585,0.758200105672847,0.7049138088589317,0.9988322602656402,2.3665827156630353e-31,1.5383701491068513e-15,0.0003423000930525469,0.0017761080189682703
5,5.0,20,123,2026,4096,1.0,positive,0.1,volume_high,0.005,40.0,0.00015276624595417232,4.510625772763244e-05,5.45,13.9,inf,True,0.5109666217422402,3.0021749060363176,0.9977181965550884,0.9988497341940302,1.3862943611198904,1.7010900299806976e-15,0.0003468409926231803,0.0017759791713760074
5,5.0,20,123,2026,4096,1.0,positive,0.1,volume_low,0.005,40.0,0.00015274594103242833,0.00010146515064486861,10.25,inf,inf,False,0.12772756701171462,0.7508712985175074,0.9999464734826904,0.9988508859950345,1.3862943611198904,1.6377673906940298e-15,0.00032636334794532867,0.0017765614645456694
5,5.0,20,123,2026,4096,1.0,positive,0.1,shape_only,0.005,40.0,0.00015275909680845245,5.959959394491009e-05,5.65,12.8,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,0.998762718845143,2.220446049250313e-16,2.828427124746191,0.00033974880705964374,0.001776185486847519
5,5.0,20,123,2026,4096,1.0,positive,0.1,mixed,0.005,40.0,0.00015276389546059477,3.134856192669558e-05,3.5,10.700000000000001,inf,True,0.24864195891147794,5.899934082807545,0.29487481640237345,0.9988627491710608,0.6931471805599454,2.1213203435596433,0.0003445205050607396,0.0017760459501022672
