family,N_theta,kappa_target,seed,alpha_target,beta_target,rho,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig,M_mc,Lambda_hat,log_kappa_factor,Gamma_current,current_bound_rate,D_kappa,conjecture_bound_rate,lambda_over_logkappa
radial_tail,4,5.0,4,0.33333333333333326,1.6666666666666667,0.26296001222586224,2.53523971581676,True,1.816896770248668e-17,0.0,0.8607716808845758,1.3333333333333335,32768,0.26850823353606035,2.6094379124341005,0.6666666666666667,0.21428571428571427,16.32662240617609,0.0491965649785553,0.10289887805209136
radial_tail,4,5.0,5,0.33333333333333337,1.6666666666666665,0.26151075245026345,2.549289696198857,True,1.710730295787853e-17,0.0,0.8630614484052727,1.3333333333333333,32768,0.1798780888245221,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.06893365347663347
radial_tail,4,5.0,6,0.33333333333333337,1.6666666666666665,0.26208020500557044,2.543750553966855,True,3.885336625192765e-17,0.0,0.8620092725587339,1.3333333333333333,32768,0.21064351203136636,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.08072371104429794
radial_tail,4,5.0,7,0.33333333333333337,1.6666666666666665,0.2627434818169938,2.5373290406915348,True,3.0478818461697434e-17,0.0,0.8610026332934966,1.3333333333333333,32768,0.2101918285361292,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.08055061495602357
radial_tail,4,5.0,8,0.33333333333333337,1.6666666666666665,0.2620113942728678,2.5444186063617398,True,5.37651591794366e-17,0.0,0.8620729129265383,1.3333333333333333,32768,0.21853673745218738,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.08374858677834374
radial_tail,4,5.0,9,0.33333333333333326,1.6666666666666667,0.2623463205031324,2.541170256888382,True,4.411129927556007e-17,0.0,0.8612117814493909,1.3333333333333335,32768,0.21790363899129706,2.6094379124341005,0.6666666666666667,0.21428571428571427,16.32662240617609,0.0491965649785553,0.08350596806805613
separable,4,10.0,0,0.18181818181818177,1.8181818181818183,1.3562347160896475,0.6032744984886054,False,8.037659110723991e-18,0.0,0.1843720417484791,1.6315990987468052,32768,0.0017304904895328965,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.0005239805912053199
separable,4,10.0,1,0.18181818181818177,1.8181818181818183,1.2914893500795674,0.6335180527283565,False,2.291372966405083e-17,0.0,0.2439295918016644,1.8181817981200523,32768,0.03289701237419797,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.009960988573461498
separable,4,10.0,2,0.18181818181818177,1.8181818181818183,0.918759454659115,0.8905288691536635,False,3.215632456935118e-17,0.0,0.4489043758163458,1.8181817768039799,32768,0.13235973467579423,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.0400776152464856
separable,4,10.0,3,0.18181818181818177,1.8181818181818183,0.9020136917040068,0.907061417921694,False,4.527527325647447e-17,0.0,0.4806079886857839,1.8181684654502015,32768,0.14913636920470047,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.045157464533183894
separable,4,10.0,4,0.18181818181818177,1.8181818181818183,1.1162649568209018,0.7329638122045703,False,1.54391169929402e-17,0.0,0.33411167432980715,1.8181815618614696,32768,0.12694121453775153,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.03843692470090744
separable,4,10.0,5,0.18181818181818177,1.8181818181818183,1.2794974639585406,0.6394555997403131,False,7.685252946739421e-18,0.0,0.2413187863746984,1.818181818171726,32768,0.0239506325998076,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.007252086449071482
separable,4,10.0,6,0.18181818181818177,1.8181818181818183,0.9036354195313046,0.905433541556163,False,4.9426715066348345e-17,0.0,0.4618770715612672,1.8181806320690033,32768,0.15085483429122531,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.04567780391525472
separable,4,10.0,7,0.18181818181818177,1.8181818181818183,1.3596576235151485,0.6017557685342559,False,1.5608551256693307e-17,0.0,0.1831939989058492,1.7096871649515992,32768,0.001506359087130007,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.00045611514759317747
separable,4,10.0,8,0.18181818181818177,1.8181818181818183,1.0901919496585801,0.7504933589337653,False,1.991671148686448e-17,0.0,0.36212626787439395,1.818181817805167,32768,0.12594946845554839,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.03813663082375436
separable,4,10.0,9,0.18181818181818177,1.8181818181818183,1.1234530457009682,0.7282741555712471,False,1.1508632856234314e-17,0.0,0.3302874130599488,1.8181817677544498,32768,0.13947055831240537,3.302585092994046,0.8181818181818183,0.20754716981132074,20.663476804965537,0.04054578386931515,0.04223072362564462
