potential_family,N_theta,kappa_target,Lambda_hat_full_sym_mean,Lambda_hat_full_sym_std,Lambda_hat_diag_mean,Lambda_hat_separable_exact_mean,full_minus_diag_mean,lambda_over_logkappa_mean,self_adjoint_error_H_sym_max,n_seeds
additive_index,12,2.0,0.03631953908528327,0.008531121844646427,0.015023867312175332,,0.0212956717731079,0.021450904860658298,8.326672684688674e-17,3
additive_index,12,5.0,0.07618289132153633,0.019370450673697796,0.03299382837581693,,0.043189062945719364,0.0291951346910846,9.020562075079396e-17,3
additive_index,12,10.0,0.09111337625805797,0.023912422251413466,0.0370865979025332,,0.05402677835552474,0.027588502246722296,1.9428902930940242e-16,3
additive_index,12,20.0,0.10094711914964993,0.02721175595815522,0.039266555230266835,,0.06168056391938307,0.025263734464337065,1.6653345369377348e-16,3
additive_index,12,50.0,0.10580238766795119,0.029106623073628966,0.0443650807267979,,0.061437306941153264,0.021539473156178532,1.1102230246251563e-16,3
additive_index,12,100.0,0.1068546380365271,0.028329578459341944,0.0435420791917841,,0.06331255884474293,0.0190635849565539,2.0816681711721683e-16,3
additive_index,13,2.0,0.0339377340231644,0.003997455831887643,0.010723581262640733,,0.0232141527605236,0.020044172422116768,8.326672684688674e-17,3
additive_index,13,5.0,0.06480403922523094,0.01052232485583017,0.02210039335180373,,0.04270364587342717,0.02483448213748887,1.6653345369377348e-16,3
additive_index,13,10.0,0.08239388157628467,0.010482961734555183,0.028400581835351532,,0.053993299740933066,0.0249482993643589,2.220446049250313e-16,3
additive_index,13,20.0,0.08701515246117797,0.012351459153873355,0.028428569461745934,,0.05858658299943197,0.021777022709227333,1.52655665885959e-16,3
additive_index,13,50.0,0.09229021519425921,0.013762526610821365,0.03040230144512843,,0.06188791374913074,0.018788636594794333,1.9428902930940242e-16,3
additive_index,13,100.0,0.09574294533409693,0.012777021964355283,0.033575561013317164,,0.06216738432077976,0.0170811843632218,2.220446049250313e-16,3
additive_index,14,2.0,0.04593172759484804,0.00758924999773777,0.016576459960241065,,0.0293552676346069,0.027128018238590363,1.1102230246251563e-16,3
additive_index,14,5.0,0.09032769034734184,0.016812395205343757,0.0343949329073249,,0.05593275744001686,0.03461576530214643,1.6653345369377348e-16,3
additive_index,14,10.0,0.10947382022539986,0.018866747579589047,0.04314497786150007,,0.06632884236389976,0.03314791811349007,2.220446049250313e-16,3
additive_index,14,20.0,0.11910034403041064,0.020352681895408568,0.04456512140246847,,0.0745352226279421,0.029806887918563466,2.7755575615628914e-16,3
additive_index,14,50.0,0.13085545761592055,0.028626435089796728,0.0505967673867423,,0.08025869022917824,0.02663982995831153,2.7755575615628914e-16,3
additive_index,14,100.0,0.1312781729151996,0.024149373486365904,0.04996111909067563,,0.08131705382452391,0.0234209075833899,2.498001805406602e-16,3
additive_index,15,2.0,0.0357601440287355,0.008119602900128834,0.0083272120104965,,0.0274329320182389,0.021120517128882497,9.020562075079396e-17,3
