kappa,gamma,scheme,dt,perturb,n,m,c,gap,rel_gap,amplitude,cA
64.0,0.25,kl,0.25,0.0,15000,6052.465250269193,0.13846153846153847,1160728405.5467396,1.0000000000000004,1.0000000000000002,1.0
64.0,0.25,kl,0.25,0.0,16000,6052.465250269193,0.13846153846153847,1160728405.5467396,1.0000000000000004,1.0000000000000002,1.0
64.0,0.25,kl,0.25,0.0,17000,6052.465250269193,0.13846153846153847,1160728405.5467396,1.0000000000000004,1.0000000000000002,1.0
64.0,0.25,kl,0.25,0.0,18000,6052.465250269193,0.13846153846153847,1160728405.5467396,1.0000000000000004,1.0000000000000002,1.0
64.0,0.25,kl,0.25,0.0,19000,6052.465250269193,0.13846153846153847,1160728405.5467396,1.0000000000000004,1.0000000000000002,1.0
64.0,0.25,kl,0.25,0.0,20000,6052.465250269193,0.13846153846153847,1160728405.5467396,1.0000000000000004,1.0000000000000002,
64.0,0.25,kl,0.25,1e-12,0,6052.465250275244,0.13846153846153847,1160728405.5488558,1.0,1.000000000001,1.0
64.0,0.25,kl,0.25,1e-12,1000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,2000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,3000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,4000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,5000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,6000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,7000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,8000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,9000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,10000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,11000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,12000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,13000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,14000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,15000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,16000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,17000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,18000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,19000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-12,20000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999999999981768,1.0000000000000002,
64.0,0.25,kl,0.25,1e-06,0,6052.471302734441,0.13846153846153847,1160730522.0818174,1.0,1.000001,1.0
64.0,0.25,kl,0.25,1e-06,1000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,2000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,3000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,4000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,5000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,6000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,7000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,8000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,9000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,10000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,11000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,12000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,13000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,14000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,15000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,16000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,17000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,18000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,19000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,1.0
64.0,0.25,kl,0.25,1e-06,20000,6052.465250269192,0.13846153846153847,1160728405.5467396,0.9999981765491321,1.0000000000000002,
64.0,0.25,kl,0.25,0.01,0,6112.989902771884,0.13846153846153847,1181906983.351233,1.0,1.01,1.0
64.0,0.25,kl,0.25,0.01,1000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,2000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,3000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,4000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,5000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,6000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,7000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,8000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,9000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,10000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,11000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,12000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,13000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,14000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,15000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,16000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,17000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,18000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,19000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.01,20000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9820810113631437,1.0000000000000009,
64.0,0.25,kl,0.25,0.05,0,6355.088512782651,0.13846153846153847,1266885861.4374707,1.0,1.05,1.0
64.0,0.25,kl,0.25,0.05,1000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,2000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,3000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,4000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,5000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,6000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,7000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,8000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,9000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,10000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,11000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,12000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,13000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,14000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,15000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,16000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,17000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,18000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,19000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.05,20000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.9162059826208195,1.0000000000000009,
64.0,0.25,kl,0.25,0.1,0,6657.711775296111,0.13846153846153847,1373704734.4988608,1.0,1.1,1.0
64.0,0.25,kl,0.25,0.1,1000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,2000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,3000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,4000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,5000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,6000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,7000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,8000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,9000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,10000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,11000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,12000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,13000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,14000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,15000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,16000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,17000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,18000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,19000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,1.0000000000000007
64.0,0.25,kl,0.25,0.1,20000,6052.465250269197,0.13846153846153858,1160728405.5467412,0.8449620769270951,1.0000000000000009,
64.0,0.25,kl,0.25,0.2,0,7262.95830032303,0.13846153846153847,1589326732.1336176,1.0,1.2,1.0
64.0,0.25,kl,0.25,0.2,6,5.71212037906657,0.025264638668506385,1044.174416817259,6.56991665530907e-07,0.0009437675629467704,
64.0,0.25,kl,0.25,0.5,0,9078.697875403788,0.13846153846153847,2252066737.1336985,1.0,1.5000000000000002,1.0
64.0,0.25,kl,0.25,0.5,13,7.149350614934903,0.016639416621064662,1635.6238651328365,7.262768186055467e-07,0.001181229518767898,
64.0,0.25,bures_wasserstein,0.00390625,0.0,0,6052.4652502691915,0.13846153846153847,1160728405.546739,1.0,1.0,1.0
64.0,0.25,bures_wasserstein,0.00390625,0.0,10,351.8811887528345,0.01661166253993482,3962251.872896225,0.003413590857225452,0.058138489723205615,1.0631464025558282
64.0,0.25,bures_wasserstein,0.00390625,0.0,20,19.815666498819677,0.015630929666642257,12565.140441449053,1.0825220078533773e-05,0.003273982696214299,1.0003794986651042
64.0,0.25,bures_wasserstein,0.00390625,0.0,25,4.702350546106846,0.01562546107474364,707.587221067365,6.096061901182382e-07,0.0007769314406055785,
64.0,0.25,bures_wasserstein,0.0078125,0.0,0,6052.4652502691915,0.13846153846153847,1160728405.546739,1.0,1.0,1.0
64.0,0.25,bures_wasserstein,0.0078125,0.0,10,6.48525329279626,0.015629139977508248,1345.872328752253,1.1595066703983222e-06,0.001071506076388926,1.0002649585605277
64.0,0.25,bures_wasserstein,0.0078125,0.0,11,3.242626646398241,0.015626379951881972,336.4680822211406,2.8987666762807766e-07,0.0005357530381944814,
64.0,0.25,bures_wasserstein,0.015625,0.0,0,6052.4652502691915,0.13846153846153847,1160728405.546739,1.0,1.0,1.0
64.0,0.25,bures_wasserstein,0.015625,0.0,2,2.2737367544323206e-13,0.01562500000000001,1.2588366349319813e-08,1.0845229848054163e-17,3.7567117867073965e-17,
64.0,0.25,bures_wasserstein,0.03125,0.0,0,6052.4652502691915,0.13846153846153847,1160728405.546739,1.0,1.0,1.0
64.0,0.25,bures_wasserstein,0.03125,0.0,10,4875.5970071612865,0.6774146079081049,760686296.9322448,0.6553525297538815,0.8055555555555545,43.35453490611871
64.0,0.25,bures_wasserstein,0.03125,0.0,20,4875.597007161281,1.2924868456721477,760686316.2915348,0.6553525464324516,0.8055555555555536,82.71915812301744
64.0,0.25,bures_wasserstein,0.03125,0.0,30,4875.597007161274,1.9114331627316608,760686335.902172,0.6553525633275642,0.8055555555555524,122.33172241482626
64.0,0.25,bures_wasserstein,0.03125,0.0,40,4875.59700716127,2.532070598146414,760686355.6219769,0.6553525803167279,0.8055555555555517,162.05251828137048
64.0,0.25,bures_wasserstein,0.03125,0.0,50,4875.597007161266,3.1536593325820457,760686375.4030522,0.6553525973586778,0.8055555555555511,201.83419728525087
64.0,0.25,bures_wasserstein,0.03125,0.0,60,4875.597007161265,3.775858488576446,760686395.2233924,0.6553526144344555,0.8055555555555508,241.65494326889248
64.0,0.25,bures_wasserstein,0.03125,0.0,70,4875.5970071612555,4.398482709902451,760686415.0710487,0.6553526315337668,0.8055555555555494,281.5028934337568
64.0,0.25,bures_wasserstein,0.03125,0.0,80,4875.597007161248,5.0214199777282,760686434.9388124,0.6553526486504011,0.8055555555555481,321.3708785746047
64.0,0.25,bures_wasserstein,0.03125,0.0,90,4875.597007161248,5.644597411168066,760686454.8219972,0.6553526657803211,0.8055555555555481,361.25423431475616
64.0,0.25,bures_wasserstein,0.03125,0.0,100,4875.597007161243,6.267964930610442,760686474.7173796,0.6553526829207498,0.8055555555555473,401.1497555590682
64.0,0.25,bures_wasserstein,0.03125,0.0,110,4875.597007161239,6.891486642365989,760686494.6226557,0.6553527000697021,0.8055555555555466,441.0551451114232
64.0,0.25,bures_wasserstein,0.03125,0.0,120,4875.59700716123,7.515135942221736,760686514.5361143,0.655352717225704,0.8055555555555451,480.968700302191
64.0,0.25,bures_wasserstein,0.03125,0.0,130,4875.597007161223,8.138892564157075,760686534.4564564,0.6553527343876361,0.8055555555555439,520.8891241060527
64.0,0.25,bures_wasserstein,0.03125,0.0,140,4875.597007161219,8.762740715014523,760686554.382669,0.6553527515546257,0.8055555555555434,560.8154057609294
64.0,0.25,bures_wasserstein,0.03125,0.0,150,4875.5970071612155,9.386667848416977,760686574.313945,0.6553527687259778,0.8055555555555427,600.7467422986864
64.0,0.25,bures_wasserstein,0.03125,0.0,160,4875.597007161212,10.010663831880452,760686594.2496353,0.6553527859011328,0.8055555555555421,640.6824852403488
64.0,0.25,bures_wasserstein,0.03125,0.0,170,4875.597007161205,10.634720364915108,760686614.1892055,0.6553528030796304,0.8055555555555409,680.6221033545668
64.0,0.25,bures_wasserstein,0.03125,0.0,180,4875.597007161197,11.258830562506178,760686634.1322153,0.6553528202610913,0.8055555555555397,720.5651560003953
64.0,0.25,bures_wasserstein,0.03125,0.0,190,4875.597007161188,11.882988650603089,760686654.0782936,0.6553528374451959,0.8055555555555383,760.5112736385976
64.0,0.25,bures_wasserstein,0.03125,0.0,200,4875.597007161185,12.507189739315443,760686674.0271293,0.6553528546316761,0.8055555555555376,800.4601433161881
64.0,0.25,bures_wasserstein,0.03125,0.0,210,4875.597007161181,13.131429651175221,760686693.9784529,0.6553528718202997,0.805555555555537,840.4114976752139
64.0,0.25,bures_wasserstein,0.03125,0.0,220,4875.597007161172,13.755704789164476,760686713.9320321,0.6553528890108664,0.8055555555555355,880.3651065065262
64.0,0.25,bures_wasserstein,0.03125,0.0,230,4875.597007161163,14.380012033948379,760686733.8876683,0.6553529062032054,0.805555555555534,920.320770172696
64.0,0.25,bures_wasserstein,0.03125,0.0,240,4875.597007161154,15.00434866288658,760686753.8451871,0.6553529233971663,0.8055555555555325,960.2783144247409
64.0,0.25,bures_wasserstein,0.03125,0.0,250,4875.597007161152,15.628712285509891,760686773.8044375,0.6553529405926191,0.8055555555555322,1000.2375862726328
64.0,0.25,bures_wasserstein,0.03125,0.0,260,4875.59700716115,16.253100791602396,760686793.7652822,0.6553529577894452,0.8055555555555319,1040.1984506625531
64.0,0.25,bures_wasserstein,0.03125,0.0,270,4875.597007161146,16.877512309044874,760686813.7276006,0.6553529749875411,0.8055555555555313,1080.1607877788717
64.0,0.25,bures_wasserstein,0.03125,0.0,280,4875.597007161145,17.501945169297244,760686833.6912866,0.6553529921868152,0.805555555555531,1120.1244908350234
64.0,0.25,bures_wasserstein,0.03125,0.0,290,4875.597007161139,18.126397878916954,760686853.6562428,0.6553530093871837,0.8055555555555302,1160.0894642506848
64.0,0.25,bures_wasserstein,0.03125,0.0,300,4875.597007161134,18.75086909588966,760686873.6223848,0.6553530265885736,0.8055555555555292,1200.055622136938
64.0,0.25,bures_wasserstein,0.03125,0.0,310,4875.597007161132,19.375357609828463,760686893.5896356,0.655353043790919,0.8055555555555289,1240.0228870290214
64.0,0.25,bures_wasserstein,0.03125,0.0,320,4875.59700716113,19.999862325306808,760686913.5579243,0.6553530609941584,0.8055555555555286,1279.9911888196355
64.0,0.25,bures_wasserstein,0.03125,0.0,330,4875.597007161128,20.624382247748393,760686933.527187,0.655353078198237,0.8055555555555283,1319.960463855897
64.0,0.25,bures_wasserstein,0.03125,0.0,340,4875.597007161126,21.248916471417303,760686953.4973656,0.6553530954031046,0.805555555555528,1359.9306541707072
64.0,0.25,bures_wasserstein,0.03125,0.0,350,4875.597007161123,21.87346416914412,760686973.4684067,0.6553531126087153,0.8055555555555274,1399.9017068252235
64.0,0.25,bures_wasserstein,0.03125,0.0,360,4875.597007161119,22.49802458349533,760686993.4402623,0.6553531298150278,0.8055555555555268,1439.8735733437009
64.0,0.25,bures_wasserstein,0.03125,0.0,370,4875.597007161108,23.122597019149453,760687013.4128852,0.6553531470220012,0.8055555555555249,1479.8462092255647
64.0,0.25,bures_wasserstein,0.03125,0.0,380,4875.597007161106,23.747180836287185,760687033.3862401,0.6553531642296054,0.8055555555555247,1519.8195735223796
64.0,0.25,bures_wasserstein,0.03125,0.0,390,4875.597007161103,24.371775444837944,760687053.3602855,0.6553531814378044,0.805555555555524,1559.793628469628
64.0,0.25,bures_wasserstein,0.03125,0.0,400,4875.597007161097,24.99638029945313,760687073.3349864,0.6553531986465682,0.8055555555555232,1599.7683391649998
64.0,0.25,bures_wasserstein,0.03125,0.0,410,4875.597007161092,25.620994895098516,760687093.3103112,0.6553532158558694,0.8055555555555223,1639.7436732863046
64.0,0.25,bures_wasserstein,0.03125,0.0,420,4875.597007161085,26.245618763176573,760687113.2862293,0.6553532330656817,0.805555555555521,1679.7196008433002
64.0,0.25,bures_wasserstein,0.03125,0.0,430,4875.597007161083,26.870251468104062,760687133.2627149,0.655353250275983,0.8055555555555208,1719.6960939586595
64.0,0.25,bures_wasserstein,0.03125,0.0,440,4875.597007161081,27.494892604282214,760687153.2397404,0.6553532674867495,0.8055555555555205,1759.6731266740612
64.0,0.25,bures_wasserstein,0.03125,0.0,450,4875.597007161075,28.119541793406572,760687173.2172805,0.6553532846979593,0.8055555555555196,1799.6506747780202
64.0,0.25,bures_wasserstein,0.03125,0.0,460,4875.59700716107,28.744198682072,760687193.1953137,0.655353301909594,0.8055555555555187,1839.6287156526075
64.0,0.25,bures_wasserstein,0.03125,0.0,470,4875.5970071610645,29.368862939634646,760687213.1738186,0.655353319121635,0.8055555555555178,1879.6072281366169
64.0,0.25,bures_wasserstein,0.03125,0.0,480,4875.597007161061,29.99353425629861,760687233.1527762,0.655353336334066,0.8055555555555172,1919.5861924031105
64.0,0.25,bures_wasserstein,0.03125,0.0,490,4875.597007161057,30.618212341399442,760687253.1321672,0.6553533535468703,0.8055555555555166,1959.5655898495638
64.0,0.25,bures_wasserstein,0.03125,0.0,500,4875.597007161054,31.242896921860847,760687273.1119742,0.6553533707600332,0.805555555555516,1999.5454029990938
64.0,0.25,bures_wasserstein,0.03125,0.0,510,4875.59700716105,31.86758774080381,760687293.0921806,0.65535338797354,0.8055555555555154,2039.5256154114434
64.0,0.25,bures_wasserstein,0.03125,0.0,520,4875.597007161046,32.49228455629053,760687313.0727711,0.6553534051873778,0.8055555555555147,2079.5062116025933
64.0,0.25,bures_wasserstein,0.03125,0.0,530,4875.597007161035,33.116987140187845,760687333.0537285,0.6553534224015317,0.805555555555513,2119.4871769720216
64.0,0.25,bures_wasserstein,0.03125,0.0,540,4875.59700716103,33.741695277136714,760687353.0350431,0.6553534396159933,0.8055555555555121,2159.468497736749
64.0,0.25,bures_wasserstein,0.03125,0.0,550,4875.597007161028,34.36640876361602,760687373.0167015,0.6553534568307511,0.8055555555555117,2199.450160871425
64.0,0.25,bures_wasserstein,0.03125,0.0,560,4875.597007161026,34.9911274070907,760687392.9986899,0.6553534740457932,0.8055555555555115,2239.4321540538044
64.0,0.25,bures_wasserstein,0.03125,0.0,570,4875.597007161021,35.615851025235045,760687412.9809959,0.655353491261109,0.8055555555555106,2279.4144656150424
64.0,0.25,bures_wasserstein,0.03125,0.0,580,4875.597007161019,36.24057944522343,760687432.9636105,0.6553535084766907,0.8055555555555103,2319.397084494299
64.0,0.25,bures_wasserstein,0.03125,0.0,590,4875.597007161019,36.86531250308173,760687452.9465225,0.6553535256925285,0.8055555555555103,2359.3800001972304
64.0,0.25,bures_wasserstein,0.03125,0.0,600,4875.597007161014,37.49005004309301,760687472.9297198,0.6553535429086121,0.8055555555555094,2399.363202757952
64.0,0.25,bures_wasserstein,0.03125,0.0,610,4875.5970071610045,38.11479191725232,760687492.9131937,0.6553535601249341,0.8055555555555078,2439.346682704148
64.0,0.25,bures_wasserstein,0.03125,0.0,620,4875.597007161003,38.7395379847657,760687512.896938,0.6553535773414889,0.8055555555555075,2479.330431025004
