kappa,gamma,scheme,family,dt,dt_over_certified,perturb,p,r,q,c_cycle,M,initial_gap,final_gap,final_rel_gap,min_rel_gap,max_rel_gap,amplitude_min,amplitude_max,n_steps,sign_flips,n_tol,tol_rel,converged,status,bw_eta_multiplier
64.0,0.5,bures_wasserstein,bures_wasserstein,0.0078125,0.5,0.0,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,282348457.0436736,98.59986572158832,3.49213403728064e-07,3.49213403728064e-07,1.0,0.0005798339843749715,1.0,11,0,11,1e-06,1,ok,0.5
64.0,0.5,bures_wasserstein,bures_wasserstein,0.015625,1.0,0.0,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,282348457.0436736,-1.0105830394735449e-08,-3.5792051072452936e-17,-3.5792051072452936e-17,1.0,7.510704500470576e-17,1.0,2,0,2,1e-06,1,ok,1.0
64.0,0.5,bures_wasserstein,bures_wasserstein,0.03125,2.0,0.0,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,282348457.0436736,114562942.32312351,0.40575019790316386,0.4057360639684215,1.0,0.6249999999995666,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
64.0,0.5,bures_wasserstein,bures_wasserstein,0.0625,4.0,0.0,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,282348457.0436736,850002336.7938069,3.010472753043339,1.0,3.4394880598110364,1.0,2.2500000000000004,2000,2000,-1,1e-06,0,cycling,4.0
64.0,1.0,riemannian,fisher_rao,1.0,64.0,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,260749923.24097815,0.9999999999999992,0.9999999999999992,1.0,0.9999999999999994,1.0,2000,2000,-1,1e-06,0,cycling,
64.0,1.0,kl,fisher_rao,1.0,64.0,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,260749923.24097815,0.9999999999999992,0.9999999999999992,1.0,0.9999999999999994,1.0,2000,2000,-1,1e-06,0,cycling,
64.0,1.0,bures_wasserstein,bures_wasserstein,0.00390625,0.25,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,231.77481827263054,8.888778005830139e-07,8.888778005830139e-07,1.0,0.0008892139404536612,1.0,25,0,25,1e-06,1,ok,0.25
64.0,1.0,bures_wasserstein,bures_wasserstein,0.0078125,0.5,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,122.8365242521466,4.710893975551596e-07,4.710893975551596e-07,1.0,0.0006473466392241515,1.0,11,0,11,1e-06,1,ok,0.5
64.0,1.0,bures_wasserstein,bures_wasserstein,0.015625,1.0,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,1.8198775819655566e-12,6.979398342079942e-21,6.979398342079942e-21,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
64.0,1.0,bures_wasserstein,bures_wasserstein,0.03125,2.0,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,36771913.19808821,0.141023677940279,0.1410083750361437,1.0,0.3541666666666664,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
64.0,1.0,bures_wasserstein,bures_wasserstein,0.0625,4.0,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,815475855.0834087,3.1274251012138055,1.0,3.127425101213807,1.0,2.0967741935483852,2000,2000,-1,1e-06,0,cycling,4.0
64.0,1.5,riemannian,fisher_rao,1.5,96.0,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,238401812.42771098,1.0000000000000013,0.9999999999999994,1.0000000000000013,0.9999999999999997,1.0000000000000009,2000,2000,-1,1e-06,0,cycling,
64.0,1.5,kl,fisher_rao,1.5,96.0,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,238401812.42771068,1.0,0.9999999999999994,1.0,0.9999999999999997,1.0,2000,2000,-1,1e-06,0,cycling,
64.0,1.5,bures_wasserstein,bures_wasserstein,0.00390625,0.25,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,172.3845588106975,7.230840951050604e-07,7.230840951050604e-07,1.0,0.0007669481483750465,1.0,26,0,26,1e-06,1,ok,0.25
64.0,1.5,bures_wasserstein,bures_wasserstein,0.0078125,0.5,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,203.29802254412868,8.52753678648201e-07,8.52753678648201e-07,1.0,0.0008328818527896274,1.0,11,0,11,1e-06,1,ok,0.5
64.0,1.5,bures_wasserstein,bures_wasserstein,0.015625,1.0,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,1.5631940186722204e-12,6.556972041251656e-21,6.556972041251656e-21,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
64.0,1.5,bures_wasserstein,bures_wasserstein,0.03125,2.0,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,7573631.887129045,0.03176834861280913,0.031751612123382525,1.0,0.16071428571428564,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
64.0,1.5,bures_wasserstein,bures_wasserstein,0.0625,4.0,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,857254271.7105565,3.595837896452642,1.0,3.5958378964526436,1.0,2.2413793103448283,2000,2000,-1,1e-06,0,cycling,4.0
128.0,0.25,riemannian,fisher_rao,0.25,32.0,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,2353646071.6439867,1.0,0.9999999999999994,1.0,0.9999999999999997,1.0,2000,2000,-1,1e-06,0,cycling,
128.0,0.25,kl,fisher_rao,0.25,32.0,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,2353646071.6439867,1.0,0.9999999999999994,1.0,0.9999999999999997,1.0,2000,2000,-1,1e-06,0,cycling,
128.0,0.25,bures_wasserstein,bures_wasserstein,0.001953125,0.25,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,1443.550958588876,6.133254170966228e-07,6.133254170966228e-07,1.0,0.0007786734393512259,1.0,25,0,25,1e-06,1,ok,0.25
128.0,0.25,bures_wasserstein,bures_wasserstein,0.00390625,0.5,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,692.0392982297267,2.94028616522767e-07,2.94028616522767e-07,1.0,0.0005391438802083168,1.0,11,0,11,1e-06,1,ok,0.5
128.0,0.25,bures_wasserstein,bures_wasserstein,0.0078125,1.0,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,-9.440234371993483e-08,-4.0108980214682917e-17,-4.0108980214682917e-17,1.0,3.7279447776402674e-17,1.0,2,1,2,1e-06,1,ok,1.0
128.0,0.25,bures_wasserstein,bures_wasserstein,0.015625,2.0,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,1492132116.6676757,0.6339662256974107,0.6339645299235112,1.0,0.7916666666661037,1.0,2000,2000,-1,1e-06,0,cycling,2.0
128.0,0.25,bures_wasserstein,bures_wasserstein,0.03125,4.0,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,6982558117.067186,2.9666984349052843,1.0,4.153486934720952,1.0,2.583333333333333,2000,2000,-1,1e-06,0,cycling,4.0
128.0,0.5,riemannian,fisher_rao,0.5,64.0,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,2286366771.779209,1.0,0.9999999999999991,1.0,0.9999999999999994,1.0,2000,2000,-1,1e-06,0,cycling,
128.0,0.5,kl,fisher_rao,0.5,64.0,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,2286366771.779209,1.0,0.9999999999999991,1.0,0.9999999999999994,1.0,2000,2000,-1,1e-06,0,cycling,
128.0,0.5,bures_wasserstein,bures_wasserstein,0.001953125,0.25,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,1530.0824718971455,6.692200441254939e-07,6.692200441254939e-07,1.0,0.0008017781136240821,1.0,25,0,25,1e-06,1,ok,0.25
128.0,0.5,bures_wasserstein,bures_wasserstein,0.00390625,0.5,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,808.6736842010063,3.536937704757278e-07,3.536937704757278e-07,1.0,0.000582885742187584,1.0,11,0,11,1e-06,1,ok,0.5
128.0,0.5,bures_wasserstein,bures_wasserstein,0.0078125,1.0,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,-2.803945076124137e-08,-1.226375886289739e-17,-1.226375886289739e-17,1.0,1.491375270236013e-16,1.0,2,0,2,1e-06,1,ok,1.0
128.0,0.5,bures_wasserstein,bures_wasserstein,0.015625,2.0,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,892936495.7578303,0.3905482299600441,0.3905464845270249,1.0,0.6124999999993476,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
128.0,0.5,bures_wasserstein,bures_wasserstein,0.03125,4.0,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,6730046811.709362,2.943555205043573,1.0,3.3712248960979916,1.0,2.224999999999999,2000,2000,-1,1e-06,0,cycling,4.0
128.0,1.0,riemannian,fisher_rao,1.0,128.0,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,2110758622.7224572,1.0000000000000004,1.0,1.0000000000000004,1.0,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
128.0,1.0,kl,fisher_rao,1.0,128.0,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,2110758622.7224572,1.0000000000000004,1.0,1.0000000000000004,1.0,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
128.0,1.0,bures_wasserstein,bures_wasserstein,0.001953125,0.25,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,1899.6200105141431,8.9997027138234e-07,8.9997027138234e-07,1.0,0.0008934455077244738,1.0,25,0,25,1e-06,1,ok,0.25
128.0,1.0,bures_wasserstein,bures_wasserstein,0.00390625,0.5,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,1012.2677383622038,4.795753183073965e-07,4.795753183073965e-07,1.0,0.0006522024104414714,1.0,11,0,11,1e-06,1,ok,0.5
128.0,1.0,bures_wasserstein,bures_wasserstein,0.0078125,1.0,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,2.1538326677728037e-12,1.0204069023272736e-21,1.0204069023272736e-21,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
128.0,1.0,bures_wasserstein,bures_wasserstein,0.015625,2.0,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,281204440.0683437,0.13322434741763425,0.13322245698926244,1.0,0.3437500000000001,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
128.0,1.0,bures_wasserstein,bures_wasserstein,0.03125,4.0,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,6338214069.79048,3.002813302079729,1.0,3.002813302079729,1.0,2.0476190476190466,2000,2000,-1,1e-06,0,cycling,4.0
128.0,1.5,riemannian,fisher_rao,1.5,192.0,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,1930196321.8992052,1.0000000000000004,1.0,1.0000000000000004,1.0,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
128.0,1.5,kl,fisher_rao,1.5,192.0,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,1930196321.8992045,1.0,1.0,1.0000000000000002,1.0,1.0,2000,2000,-1,1e-06,0,cycling,
128.0,1.5,bures_wasserstein,bures_wasserstein,0.001953125,0.25,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,1416.5154456953783,7.33871176534834e-07,7.33871176534834e-07,1.0,0.0007715440906159611,1.0,26,0,26,1e-06,1,ok,0.25
128.0,1.5,bures_wasserstein,bures_wasserstein,0.00390625,0.5,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,1676.100464135084,8.683575059794413e-07,8.683575059794413e-07,1.0,0.000839266938632444,1.0,11,0,11,1e-06,1,ok,0.5
128.0,1.5,bures_wasserstein,bures_wasserstein,0.0078125,1.0,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,1.1746159600534156e-12,6.085474035603071e-22,6.085474035603071e-22,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
128.0,1.5,bures_wasserstein,bures_wasserstein,0.015625,2.0,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,54826840.81183157,0.02840480016969727,0.028402733014098187,1.0,0.1517857142856943,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
128.0,1.5,bures_wasserstein,bures_wasserstein,0.03125,4.0,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,6262679187.5426,3.244581453445355,1.0,3.244581453445355,1.0,2.1147540983606543,2000,2000,-1,1e-06,0,cycling,4.0
256.0,0.25,riemannian,fisher_rao,0.25,64.0,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,18951193081.782085,1.0000000000000007,1.0,1.000000000000001,1.0,1.0000000000000007,2000,2000,-1,1e-06,0,cycling,
256.0,0.25,kl,fisher_rao,0.25,64.0,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,18951193081.782085,1.0000000000000007,1.0,1.000000000000001,1.0,1.0000000000000007,2000,2000,-1,1e-06,0,cycling,
256.0,0.25,bures_wasserstein,bures_wasserstein,0.0009765625,0.25,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,11657.727567738062,6.151447836255082e-07,6.151447836255082e-07,1.0,0.0007795444387241706,1.0,25,0,25,1e-06,1,ok,0.25
256.0,0.25,bures_wasserstein,bures_wasserstein,0.001953125,0.5,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,5611.36646855527,2.9609568349285196e-07,2.9609568349285196e-07,1.0,0.0005408393012153011,1.0,11,0,11,1e-06,1,ok,0.5
256.0,0.25,bures_wasserstein,bures_wasserstein,0.00390625,1.0,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,1.3143138088977935e-07,6.935256282947449e-18,6.935256282947449e-18,1.0,5.571861957497452e-17,1.0,2,0,2,1e-06,1,ok,1.0
256.0,0.25,bures_wasserstein,bures_wasserstein,0.0078125,2.0,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,11813108596.258389,0.62334379399123,0.623343583385278,1.0,0.7847222222214476,1.0,2000,2000,-1,1e-06,0,cycling,2.0
256.0,0.25,bures_wasserstein,bures_wasserstein,0.015625,4.0,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,55716138917.303635,2.9399805424843666,1.0,4.113509642744666,1.0,2.569444444444445,2000,2000,-1,1e-06,0,cycling,4.0
256.0,0.5,riemannian,fisher_rao,0.5,128.0,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,18404812263.593826,1.0,1.0,1.0,1.0,1.0,2000,2000,-1,1e-06,0,cycling,
256.0,0.5,kl,fisher_rao,0.5,128.0,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,18404812263.593826,1.0,1.0,1.0,1.0,1.0,2000,2000,-1,1e-06,0,cycling,
256.0,0.5,bures_wasserstein,bures_wasserstein,0.0009765625,0.25,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,12370.559390511316,6.721372222297133e-07,6.721372222297133e-07,1.0,0.000803061641603628,1.0,25,0,25,1e-06,1,ok,0.25
256.0,0.5,bures_wasserstein,bures_wasserstein,0.001953125,0.5,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,6551.326754836142,3.5595727144661963e-07,3.5595727144661963e-07,1.0,0.0005844116210938169,1.0,11,0,11,1e-06,1,ok,0.5
256.0,0.5,bures_wasserstein,bures_wasserstein,0.00390625,1.0,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,-1.4862477026866827e-07,-8.075321179051623e-18,-8.075321179051623e-18,1.0,1.4858992614384366e-16,1.0,2,0,2,1e-06,1,ok,1.0
256.0,0.5,bures_wasserstein,bures_wasserstein,0.0078125,2.0,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,7050100749.245541,0.3830574660732181,0.3830572492445337,1.0,0.6062499999993844,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
256.0,0.5,bures_wasserstein,bures_wasserstein,0.015625,4.0,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,53570546738.95139,2.9106815093636227,1.0,3.3374513695211654,1.0,2.2125,2000,2000,-1,1e-06,0,cycling,4.0
256.0,1.0,riemannian,fisher_rao,1.0,256.0,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,16987531155.159927,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
256.0,1.0,kl,fisher_rao,1.0,256.0,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,16987531155.159927,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
256.0,1.0,bures_wasserstein,bures_wasserstein,0.0009765625,0.25,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,15390.463911017816,9.059859122814909e-07,9.059859122814909e-07,1.0,0.0008957636876193881,1.0,25,0,25,1e-06,1,ok,0.25
256.0,1.0,bures_wasserstein,bures_wasserstein,0.001953125,0.5,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,8231.789462299654,4.845783290763393e-07,4.845783290763393e-07,1.0,0.0006551107481311888,1.0,11,0,11,1e-06,1,ok,0.5
256.0,1.0,bures_wasserstein,bures_wasserstein,0.00390625,1.0,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,1.482192146795569e-11,8.725176915100793e-22,8.725176915100793e-22,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
256.0,1.0,bures_wasserstein,bures_wasserstein,0.0078125,2.0,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,2198314623.7748976,0.1294075403715839,0.12940730547917242,1.0,0.33854166666666685,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
256.0,1.0,bures_wasserstein,bures_wasserstein,0.015625,4.0,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,49993561689.32967,2.9429562914528775,1.0,2.9429562914528784,1.0,2.0236220472440944,2000,2000,-1,1e-06,0,cycling,4.0
256.0,1.5,riemannian,fisher_rao,1.5,384.0,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,15535329876.250929,0.9999999999999991,0.9999999999999991,1.0,0.9999999999999994,1.0,2000,2000,-1,1e-06,0,cycling,
256.0,1.5,kl,fisher_rao,1.5,384.0,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,15535329876.250921,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999991,1.0,2000,2000,-1,1e-06,0,cycling,
256.0,1.5,bures_wasserstein,bures_wasserstein,0.0009765625,0.25,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,11489.01236524991,7.395409339078992e-07,7.395409339078992e-07,1.0,0.0007739526250444527,1.0,26,0,26,1e-06,1,ok,0.25
256.0,1.5,bures_wasserstein,bures_wasserstein,0.001953125,0.5,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,13614.253273096034,8.763414347517858e-07,8.763414347517858e-07,1.0,0.0008425000630269103,1.0,11,0,11,1e-06,1,ok,0.5
256.0,1.5,bures_wasserstein,bures_wasserstein,0.00390625,1.0,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,1.1815437517270766e-11,7.605527279683437e-22,7.605527279683437e-22,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
256.0,1.5,bures_wasserstein,bures_wasserstein,0.0078125,2.0,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,416284219.1819509,0.02679596909096407,0.026795712255837004,1.0,0.14732142857123084,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
256.0,1.5,bures_wasserstein,bures_wasserstein,0.015625,4.0,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,47975892908.44972,3.0881798642583758,1.0,3.0881798642583758,1.0,2.055999999999997,2000,2000,-1,1e-06,0,cycling,4.0
512.0,0.25,riemannian,fisher_rao,0.25,128.0,0.0,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069604.82538,152112069604.82556,1.000000000000001,1.0,1.000000000000001,1.0,1.0000000000000007,2000,2000,-1,1e-06,0,cycling,
512.0,0.25,kl,fisher_rao,0.25,128.0,0.0,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069604.82538,152112069604.82556,1.000000000000001,1.0,1.000000000000001,1.0,1.0000000000000007,2000,2000,-1,1e-06,0,cycling,
512.0,0.25,bures_wasserstein,bures_wasserstein,0.00048828125,0.25,0.0,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069604.82538,93710.31310712536,6.160609960181137e-07,6.160609960181137e-07,1.0,0.0007799799384105919,1.0,25,0,25,1e-06,1,ok,0.25
512.0,0.25,bures_wasserstein,bures_wasserstein,0.0009765625,0.5,0.0,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069604.82538,45197.807562874994,2.97134919538569e-07,2.97134919538569e-07,1.0,0.0005416870117187568,1.0,11,0,11,1e-06,1,ok,0.5
512.0,0.25,bures_wasserstein,bures_wasserstein,0.001953125,1.0,0.0,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069604.82538,1.4780557466842481e-06,9.716886704152505e-18,9.716886704152505e-18,1.0,3.707745309262026e-17,1.0,2,0,2,1e-06,1,ok,1.0
512.0,0.25,bures_wasserstein,bures_wasserstein,0.00390625,2.0,0.0,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069604.82538,94015747431.88545,0.6180689518992847,0.6180689256613487,1.0,0.7812499999993667,1.0,2000,2000,-1,1e-06,0,cycling,2.0
512.0,0.25,bures_wasserstein,bures_wasserstein,0.0078125,4.0,0.0,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069604.82538,445187637922.7454,2.926708176933666,1.0,4.0936281193791055,1.0,2.562500000000001,2000,2000,-1,1e-06,0,cycling,4.0
512.0,0.5,riemannian,fisher_rao,0.5,256.0,0.0,102.6,410.4,4.0,0.009746588693957116,24529.18469704166,147704252316.8309,147704252316.8309,1.0,1.0,1.0,1.0,1.0,2000,2000,-1,1e-06,0,cycling,
512.0,0.5,kl,fisher_rao,0.5,256.0,0.0,102.6,410.4,4.0,0.009746588693957116,24529.18469704166,147704252316.8309,147704252316.8309,1.0,1.0,1.0,1.0,1.0,2000,2000,-1,1e-06,0,cycling,
