potential_family,N_theta,kappa_target,seed,p_sym_dim,M_over_p,sqrt_p_over_M,Lambda_inf_fit,Lambda_inf_fit_status,Lambda_inf_minus_exact,Lambda_inf_minus_gaussian,Lambda_inf_minus_separable,fit_slope_noise,fit_r2_scaling,n_M_values,largest_M_mc,largest_M_Lambda_hat_full_sym,largest_M_gamma_loc,largest_M_full_sym_minus_gaussian,largest_M_full_sym_minus_separable,largest_M_full_sym_minus_exact,largest_M_diag_minus_exact,converged_flag,convergence_warning
radial_tail,12,5.0,2,78,53773.1282051282,0.004312383235511644,0.21232577296290847,ok,,0.19628435810939085,0.1007359793168875,3.0016933395296,0.9556929176224788,5,4194304,0.22800800785524533,0.9999999999999987,0.2119665930017277,0.11641821420922437,,,True,
radial_tail,16,5.0,0,136,30840.470588235294,0.005694288959809864,0.22254689364460722,ok,,0.2054813520202106,0.10550959846188744,2.696065811192194,0.9199345668184479,5,4194304,0.24122455877932328,0.9999999999999993,0.22415901715492664,0.1241872635966035,,,True,
radial_tail,16,5.0,1,136,30840.470588235294,0.005694288959809864,0.2268468353373926,ok,,0.20450979112795842,0.213959561055663,1.1184675391500603,0.8932091177129717,5,4194304,0.23413359472367953,0.9999999999999992,0.21179655051424534,0.22124632044194992,,,True,
radial_tail,16,5.0,2,136,30840.470588235294,0.005694288959809864,0.23453868483730198,ok,,0.20693057265232356,0.12344300576159392,1.7913223989368685,0.71863386382501,5,4194304,0.24784603023327728,0.9999999999999996,0.22023791804829884,0.13675035115756923,,,True,
random_feature,2,5.0,0,3,1398101.3333333333,0.0008457279333832408,0.1412988341841513,ok,,0.1412471431934263,0.14129656061868273,-0.8373627923421395,0.21943076274340412,5,4194304,0.13855869605953938,0.9779460956391337,0.1385070050688144,0.13855642249407082,,,True,
random_feature,2,5.0,1,3,1398101.3333333333,0.0008457279333832408,0.09818695235468436,ok,,0.09758572359085216,0.09818637257907911,-1.4562902065269234,0.9139013822525187,5,4194304,0.0965439165431212,0.9487320280687005,0.095942687779289,0.09654333676751595,,,True,
random_feature,2,5.0,2,3,1398101.3333333333,0.0008457279333832408,0.002947265702730537,ok,,0.002567721019639774,0.00294689146471724,0.874645021329118,0.9532603893333461,5,4194304,0.0038831998373854864,0.9171618512124157,0.0035036551542947233,0.0038828255993721894,,,True,
random_feature,4,5.0,0,10,419430.4,0.0015440808887540916,0.04601116209811752,ok,,0.04156148533408055,0.045981089383849344,-1.0501099755785277,0.6618957992993777,5,4194304,0.045105022235533365,0.9538298746990667,0.04065534547149639,0.04507494952126519,,,True,
random_feature,4,5.0,1,10,419430.4,0.0015440808887540916,0.0656287778078853,ok,,0.06367608031319175,0.05669819649358439,0.6782190548248649,0.8753544715114587,5,4194304,0.06719736975638034,0.944771227049271,0.06524467226168679,0.05826678844207943,,,True,
random_feature,4,5.0,2,10,419430.4,0.0015440808887540916,0.03476591267442201,ok,,0.03235566311552783,-0.07498103548238996,-0.2623072642221551,0.24438141224358167,5,4194304,0.033300610520225454,0.9341836733831073,0.03089036096133128,-0.07644633763658651,,,True,
random_feature,8,5.0,0,36,116508.44444444444,0.0029296875,0.07408988667386741,ok,,0.06629323505265801,0.06312661142768738,0.3001881185304736,0.7664805841804422,5,4194304,0.07562291587514278,0.9361641803851568,0.06782626425393337,0.06465964062896275,,,True,
random_feature,8,5.0,1,36,116508.44444444444,0.0029296875,0.06988756236549928,ok,,0.06385452485342175,0.05987795124985221,1.8666383197938727,0.908658261294114,5,4194304,0.0762320054780891,0.9269901706466763,0.07019896796601156,0.06622239436244202,,,True,
random_feature,8,5.0,2,36,116508.44444444444,0.0029296875,0.09221749567054238,ok,,0.08557514506289292,-0.019071102688672376,-0.2663896188123488,0.24849447098939192,5,4194304,0.09120404689392804,0.9483746861328708,0.08456169628627858,-0.020084551465286718,,,True,
random_feature,12,5.0,0,78,53773.1282051282,0.004312383235511644,0.07467719423339406,ok,,0.0616872242527256,0.06433560108559434,2.5874150247057006,0.9631243058325227,5,4194304,0.0867218219715798,0.9527817092057705,0.07373185199091134,0.07638022882378008,,,True,
random_feature,12,5.0,1,78,53773.1282051282,0.004312383235511644,0.08311172261945679,ok,,0.0694718975072502,0.07043506228387623,0.7119462253115459,0.42369673753845094,5,4194304,0.08771989231650978,0.9152988983861402,0.0740800672043032,0.07504323198092923,,,True,
random_feature,12,5.0,2,78,53773.1282051282,0.004312383235511644,0.03924439977856739,ok,,0.023202984925049762,-0.07234539386745358,2.250576532398288,0.9687825267748622,5,4194304,0.05011410205251566,0.9199470904823686,0.03407268719899803,-0.061475691593505306,,,True,
random_feature,16,5.0,0,136,30840.470588235294,0.005694288959809864,0.06125244992279296,ok,,0.04418690829839633,-0.05578484525992682,2.1847391452421543,0.9784491927669552,5,4194304,0.07618799337349415,0.945567520730237,0.05912245174909753,-0.040849301809225635,,,True,
random_feature,16,5.0,1,136,30840.470588235294,0.005694288959809864,0.07519517623889252,ok,,0.05285813202945834,0.062307901957162896,1.2721893502633668,0.9595718694825345,5,4194304,0.08006030146249375,0.9285307992371187,0.05772325725305957,0.06717302718076412,,,True,
random_feature,16,5.0,2,136,30840.470588235294,0.005694288959809864,0.098124634319912,ok,,0.07051652213493358,-0.012971044755796052,1.3985046470433982,0.7972133030916725,5,4194304,0.10465538371540194,0.9430965092137882,0.07704727153042351,-0.006440295360306117,,,True,
separable,2,5.0,0,3,1398101.3333333333,0.0008457279333832408,-7.262200652708324e-06,ok,0.395414828804422,-5.8953191377694057e-05,-9.53576612126332e-06,0.010147498792779083,0.701622682382706,5,4194304,2.2735654685549965e-06,0.795481096768775,-4.941742525643074e-05,0.0,0.3954243645705433,0.0007508271355156082,False,separable_full_not_close_to_exact
separable,2,5.0,1,3,1398101.3333333333,0.0008457279333832408,-6.718622688492653e-06,ok,0.19458368401787932,-0.0006079473865206994,-7.298398293733708e-06,0.007693726835709634,0.6467047188895734,5,4194304,5.797756052410557e-07,0.7501403222708357,-0.0006006489882269657,0.0,0.19459098241617306,-0.00041826805910577525,False,separable_full_not_close_to_exact
separable,2,5.0,2,3,1398101.3333333333,0.0008457279333832408,-3.0367061863516977e-07,ok,0.30776405868826623,-0.0003798483537093984,-6.779086319320387e-07,0.0004953190894537396,0.4442446600198242,5,4194304,3.7423801329686894e-07,0.7657530806910664,-0.0003791704450774664,0.0,0.3077647365968982,7.73985370048913e-05,False,separable_full_not_close_to_exact
separable,4,5.0,0,10,419430.4,0.0015440808887540916,3.1509887262319076e-05,ok,0.2627037496453404,-0.004418166876774656,1.4371729941428145e-06,0.010551229395050807,0.4374514434272061,5,4194304,3.007271426817626e-05,0.7616332553341606,-0.004419604049768798,0.0,0.26270231247234627,0.0006295829681611798,False,separable_full_not_close_to_exact
separable,4,5.0,1,10,419430.4,0.0015440808887540916,0.00988412094323901,ok,-0.0002625890511474601,0.007931423448545458,0.000953539628938101,-0.24632719337141532,0.20072705272713443,5,4194304,0.008930581314300908,0.7698421184990029,0.006977883819607356,0.0,-0.0012161286800855611,-0.0012697971067023497,True,
separable,4,5.0,2,10,419430.4,0.0015440808887540916,0.10933482282944652,ok,-0.0011107382875404775,0.10692457327055235,-0.0004121253273654396,0.2312171292914954,0.11188254379972384,5,4194304,0.10974694815681196,0.8425667437648726,0.10733669859791779,0.0,-0.0006986129601750379,-0.0007241914658833726,True,
separable,8,5.0,0,36,116508.44444444444,0.0029296875,0.008407513059184298,ok,-0.0020264044144465577,0.0006108614379748993,-0.0025557621869957275,0.6021571726999024,0.8293525009189969,5,4194304,0.010963275246180026,0.771577598001181,0.003166623624970627,0.0,0.0005293577725491699,-2.6029801134086483e-05,True,
separable,8,5.0,1,36,116508.44444444444,0.0029296875,0.009250011566720302,ok,-0.000897281277693493,0.003216974054642761,-0.000759599548926777,0.5566946282958234,0.8270954868955374,5,4194304,0.010009611115647079,0.7698706645563912,0.003976573603569538,0.0,-0.00013768172876671599,-0.0007796271621076795,True,
separable,8,5.0,2,36,116508.44444444444,0.0029296875,0.110167810303706,ok,-0.0002884779907941365,0.10352545969605653,-0.0011207880555087618,-0.044753829713394394,0.006407651612968079,5,4194304,0.11128859835921476,0.8362209716190677,0.1046462477515653,0.0,0.0008323100647146253,0.0007505797518242013,True,
separable,12,5.0,0,78,53773.1282051282,0.004312383235511644,0.004422931195629415,ok,-0.006010856163761624,-0.008567038785039038,-0.005918661952170293,1.2702343624929588,0.9919992729974161,5,4194304,0.010341593147799708,0.7705373294977991,-0.0026483768328687454,0.0,-9.219421159133157e-05,-0.001161340151895108,True,
separable,12,5.0,1,78,53773.1282051282,0.004312383235511644,0.005407042429807199,ok,-0.004739629620657316,-0.008232782682399391,-0.007269617905773362,1.1893549560791967,0.9212210667849301,5,4194304,0.012676660335580561,0.7698764844142384,-0.0009631647766260298,0.0,0.0025299882851160457,0.0013056761876862333,True,
separable,12,5.0,2,78,53773.1282051282,0.004312383235511644,0.11316982297396423,ok,0.0027151050084157496,0.0971284081204466,0.0015800293279432664,-0.4053448156421289,0.7396700150939215,5,4194304,0.11158979364602097,0.8359961779089431,0.09554837879250333,0.0,0.0011350756804724832,0.0009079646537528546,True,
separable,16,5.0,0,136,30840.470588235294,0.005694288959809864,0.11565995706840468,ok,-0.0008753637275338289,0.09859441544400806,-0.0013773381143151048,0.30869685316162204,0.8527960885248455,5,4194304,0.11703729518271978,0.8327403409186972,0.09997175355832316,0.0,0.0005019743867812759,0.0002531195644552148,True,
separable,16,5.0,1,136,30840.470588235294,0.005694288959809864,0.00012072285222871765,ok,-0.010026543882728988,-0.022216321357205464,-0.012766551429500906,1.8750768248615555,0.9805477032338314,5,4194304,0.012887274281729625,0.7695741689446037,-0.009449769927704557,0.0,0.0027400075467719186,-9.810547501721591e-05,True,
separable,16,5.0,2,136,30840.470588235294,0.005694288959809864,0.10909957411249838,ok,-0.001358468719981909,0.08149146192751995,-0.0019961049632096772,0.29716802286810995,0.806484771217163,5,4194304,0.11109567907570805,0.8359363990641134,0.08348756689072963,0.0,0.0006376362432277682,0.00028969105486979785,True,
